"PEILDATUM_LEERLINGEN";"PRIKDATUM_ADVIEZEN";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20221001";"20230501";"15ZF";"00";"Juliana V Stolbergschool";"7902JD";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"<5";"0";"<5";"<5";"<5";"5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"15ZH";"00";"Nassauschool";"1223NS";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Bo";"Protestants-Christelijk";"75753";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"15ZJ";"00";"RK BS De Zevensprong";"7323HW";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"0";"0";"0";"<5";"<5";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"15ZK";"00";"BS De Verrekijker";"1788MJ";"JULIANADORP";"400";"Den Helder";"Noord-Holland";"Bo";"Protestants-Christelijk";"79874";"0";"<5";"<5";"<5";"<5";"5";"6";"7";"<5";"<5";"<5";"0"
"20221001";"20230501";"15ZM";"00";"Kbs De Parel";"4812JC";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"0";"0";"0"
"20221001";"20230501";"15ZP";"00";"Wilbertschool";"7556WS";"HENGELO OV";"164";"Hengelo";"Overijssel";"Bo";"Openbaar";"65287";"0";"0";"<5";"0";"<5";"0";"5";"0";"<5";"<5";"8";"0"
"20221001";"20230501";"15ZX";"00";"De Brege";"8517HZ";"SCHARSTERBRUG";"1940";"De Fryske Marren";"Friesland";"Bo";"Openbaar";"41573";"0";"0";"<5";"0";"<5";"0";"5";"0";"6";"0";"<5";"0"
"20221001";"20230501";"15ZZ";"00";"De Vuurvlinder";"2592GH";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20281";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"7";"7";"6";"<5";"7"
"20221001";"20230501";"16AA";"00";"PC BS De Stromen";"2403CM";"ALPHEN AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40530";"0";"<5";"5";"0";"10";"0";"7";"<5";"5";"5";"<5";"<5"
"20221001";"20230501";"16AA";"03";"Basisschool De Viergang";"2445AE";"AARLANDERVEEN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40530";"0";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16AB";"00";"RK Basissch Past V Ars";"6841GD";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Rooms-Katholiek";"40812";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"7";"<5";"0"
"20221001";"20230501";"16AD";"00";"IKC De Boomgaard";"1055NK";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"<5";"0";"<5";"0";"<5";"10";"<5";"11";"15";"0"
"20221001";"20230501";"16AF";"00";"KBS Ludger";"3553SR";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Rooms-Katholiek";"77195";"0";"0";"6";"0";"10";"0";"7";"<5";"13";"<5";"9";"0"
"20221001";"20230501";"16AH";"00";"OBS 't Eenspan";"7822HG";"EMMEN";"114";"Emmen";"Drenthe";"Bo";"Openbaar";"42830";"0";"<5";"<5";"0";"6";"<5";"8";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"16AJ";"00";"OBS Wheermolen";"1443WT";"PURMEREND";"439";"Purmerend";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"6";"5";"7";"5";"8";"<5";"<5";"5";"<5";"0"
"20221001";"20230501";"16AK";"00";"De Windroos";"8231BG";"LELYSTAD";"995";"Lelystad";"Flevoland";"Bo";"Openbaar";"42552";"0";"<5";"0";"0";"10";"<5";"18";"<5";"<5";"0";"<5";"<5"
"20221001";"20230501";"16AP";"00";"obs De Oosterenk";"8023DJ";"ZWOLLE";"193";"Zwolle";"Overijssel";"Bo";"Openbaar";"42623";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"6";"<5";"<5";"0"
"20221001";"20230501";"16AR";"00";"OBS Ter Cleeff";"2023DN";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Openbaar";"41853";"0";"0";"<5";"<5";"<5";"<5";"7";"14";"5";"13";"34";"0"
"20221001";"20230501";"16AU";"00";"Lorentz";"2313GG";"LEIDEN";"546";"Leiden";"Zuid-Holland";"Bo";"Openbaar";"42504";"0";"0";"0";"<5";"<5";"<5";"11";"14";"25";"11";"34";"0"
"20221001";"20230501";"16AY";"00";"PCBO 't Foarhus";"9205BN";"DRACHTEN";"90";"Smallingerland";"Friesland";"Bo";"Protestants-Christelijk";"40342";"0";"0";"<5";"<5";"<5";"<5";"7";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"16AZ";"00";"'t Kofschip";"7908EE";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"0";"0";"7";"0";"6";"<5";"16";"<5";"22";"<5";"5";"0"
"20221001";"20230501";"16BA";"00";"ICBS De Vuurvogel";"1509GL";"ZAANDAM";"479";"Zaanstad";"Noord-Holland";"Bo";"Algemeen bijzonder";"41251";"0";"<5";"0";"<5";"<5";"0";"7";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"16BC";"00";"Basisschool De Kameleon";"1788ES";"JULIANADORP";"400";"Den Helder";"Noord-Holland";"Bo";"Samenwerking PC, RK";"55238";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"16BD";"00";"Montessori Bassissch";"1601ED";"ENKHUIZEN";"388";"Enkhuizen";"Noord-Holland";"Bo";"Algemeen bijzonder";"40558";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"16BE";"00";"RK BS De Westhoek";"4901KJ";"OOSTERHOUT NB";"826";"Oosterhout";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40278";"0";"0";"0";"0";"<5";"6";"7";"<5";"14";"5";"12";"0"
"20221001";"20230501";"16BH";"00";"IKC Aventurijn";"7555KA";"HENGELO OV";"164";"Hengelo";"Overijssel";"Bo";"Openbaar";"65287";"0";"<5";"<5";"<5";"<5";"<5";"7";"<5";"16";"<5";"15";"0"
"20221001";"20230501";"16BL";"00";"OBS de Cirkel";"3554GJ";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Openbaar";"41400";"0";"<5";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"16BL";"01";"Maasplein";"3522BV";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Openbaar";"41400";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"8";"0"
"20221001";"20230501";"16BO";"00";"Dr Schaepmanschool";"2991BK";"BARENDRECHT";"489";"Barendrecht";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"0";"<5";"7";"<5";"5";"14";"10";"8";"12";"0"
"20221001";"20230501";"16BO";"01";"Dr Schaepmanschool";"2982PE";"RIDDERKERK";"597";"Ridderkerk";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"<5";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16BR";"00";"RK Basissch St Jozef";"6842BA";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Rooms-Katholiek";"40812";"0";"0";"<5";"<5";"0";"<5";"<5";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16BU";"00";"RK BS Kard De Jong";"1814NE";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Rooms-Katholiek";"60997";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"5";"<5";"<5";"0"
"20221001";"20230501";"16BX";"00";"OBS 2 Emmen Mr Vegter";"7811LD";"EMMEN";"114";"Emmen";"Drenthe";"Bo";"Openbaar";"42830";"0";"0";"0";"0";"<5";"<5";"6";"0";"<5";"0";"0";"0"
"20221001";"20230501";"16BZ";"00";"OBS 't Carrousel";"1442PZ";"PURMEREND";"439";"Purmerend";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16CA";"00";"De Lepelaar";"8231VW";"LELYSTAD";"995";"Lelystad";"Flevoland";"Bo";"Openbaar";"42552";"0";"<5";"<5";"7";"<5";"<5";"<5";"0";"<5";"5";"0";"0"
"20221001";"20230501";"16CB";"00";"De Wiksel";"9223NM";"HOUTIGEHAGE";"90";"Smallingerland";"Friesland";"Bo";"Openbaar";"41735";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"16CC";"00";"IKC De Watersnip";"2717BG";"ZOETERMEER";"637";"Zoetermeer";"Zuid-Holland";"Bo";"Openbaar";"41390";"0";"0";"9";"5";"0";"<5";"7";"9";"<5";"<5";"0";"0"
"20221001";"20230501";"16CF";"00";"Openbare Parkschool";"8011CC";"ZWOLLE";"193";"Zwolle";"Overijssel";"Bo";"Openbaar";"42623";"0";"0";"<5";"0";"<5";"0";"7";"<5";"10";"<5";"11";"0"
"20221001";"20230501";"16CH";"00";"OBS De Wilgenhoek";"2023NN";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Openbaar";"41853";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"16CI";"00";"OBS t Spectrum";"3816HJ";"AMERSFOORT";"307";"Amersfoort";"Utrecht";"Bo";"Openbaar";"41514";"0";"<5";"<5";"<5";"<5";"<5";"7";"0";"<5";"<5";"0";"0"
"20221001";"20230501";"16CN";"00";"De Sprong";"7906GA";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"0";"<5";"9";"<5";"8";"0";"<5";"8";"<5";"5";"<5";"0"
"20221001";"20230501";"16CP";"00";"Wilhelminaschool";"1213CK";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Bo";"Protestants-Christelijk";"75753";"0";"0";"0";"<5";"<5";"0";"<5";"7";"17";"15";"26";"0"
"20221001";"20230501";"16CQ";"00";"RK Basissch Anne Frank";"7316AG";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"0";"0";"<5";"0";"7";"<5";"<5";"<5";"8";"0"
"20221001";"20230501";"16CZ";"00";"BS 't Swannestee";"8525GR";"LANGWEER";"1940";"De Fryske Marren";"Friesland";"Bo";"Openbaar";"41573";"0";"0";"<5";"0";"<5";"0";"6";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"16DA";"00";"Liduina";"2595TA";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20281";"0";"0";"0";"0";"0";"0";"10";"6";"13";"9";"14";"0"
"20221001";"20230501";"16DB";"00";"De Oosthoek school";"2665ES";"BLEISWIJK";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"0";"<5";"<5";"0";"<5";"5";"8";"7";"21";"0"
"20221001";"20230501";"16DD";"00";"PC Basisschool De Mare";"2402LG";"ALPHEN AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40530";"0";"0";"<5";"0";"10";"0";"13";"6";"<5";"7";"5";"0"
"20221001";"20230501";"16DE";"00";"RK BS Eikenderveld";"6411TN";"HEERLEN";"917";"Heerlen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"<5";"0";"8";"0";"<5";"0";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"16DF";"00";"De Bron";"1051XM";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"6";"<5"
"20221001";"20230501";"16DG";"00";"Rk Basissch De Kring";"1815GE";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Rooms-Katholiek";"60997";"0";"0";"<5";"<5";"<5";"5";"7";"14";"7";"9";"15";"0"
"20221001";"20230501";"16DH";"00";"KBS De Pijlstaart";"3513AA";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Rooms-Katholiek";"77195";"0";"0";"<5";"0";"0";"0";"6";"0";"13";"0";"6";"0"
"20221001";"20230501";"16DI";"00";"KC De Entree";"2715BT";"ZOETERMEER";"637";"Zoetermeer";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40377";"0";"0";"5";"0";"<5";"<5";"7";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"16DJ";"00";"OBS De Esdoorn";"7814RC";"EMMEN";"114";"Emmen";"Drenthe";"Bo";"Openbaar";"42830";"0";"0";"0";"0";"<5";"0";"<5";"<5";"6";"0";"<5";"0"
"20221001";"20230501";"16DK";"00";"IKC De Weide";"8935GH";"LEEUWARDEN";"80";"Leeuwarden";"Friesland";"Bo";"Openbaar";"41850";"0";"<5";"5";"0";"7";"0";"6";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"16DM";"00";"OBS De Optimist";"8224CM";"LELYSTAD";"995";"Lelystad";"Flevoland";"Bo";"Openbaar";"42552";"0";"0";"<5";"0";"6";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16DS";"00";"OBS Beatrix";"2015EX";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Openbaar";"41853";"0";"0";"0";"0";"0";"0";"<5";"0";"9";"12";"38";"0"
"20221001";"20230501";"16DV";"00";"Obs Borgloschool";"7414CK";"DEVENTER";"150";"Deventer";"Overijssel";"Bo";"Openbaar";"41862";"0";"0";"<5";"<5";"5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16DW";"00";"Chr Basissch De Voorde";"9204JT";"DRACHTEN";"90";"Smallingerland";"Friesland";"Bo";"Protestants-Christelijk";"40342";"0";"0";"0";"0";"<5";"<5";"8";"<5";"7";"8";"5";"0"
"20221001";"20230501";"16DX";"00";"Het Palet";"7901GK";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0";"0";"0"
"20221001";"20230501";"16DY";"00";"CBS Tamarinde";"1504AS";"ZAANDAM";"479";"Zaanstad";"Noord-Holland";"Bo";"Protestants-Christelijk";"41251";"0";"<5";"0";"13";"<5";"<5";"6";"<5";"12";"<5";"<5";"0"
"20221001";"20230501";"16DZ";"00";"RK Basissch St Victor";"7312CA";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"0";"<5";"5";"<5";"7";"<5";"9";"9";"19";"0"
"20221001";"20230501";"16EA";"00";"Stg Montessorischool Montijn";"6641KS";"BEUNINGEN GLD";"209";"Beuningen";"Gelderland";"Bo";"Algemeen bijzonder";"40144";"0";"0";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"5";"0"
"20221001";"20230501";"16EB";"00";"RK BS Sancta Maria";"4611MB";"BERGEN OP ZOOM";"748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40517";"0";"0";"0";"<5";"<5";"<5";"7";"6";"12";"7";"<5";"0"
"20221001";"20230501";"16EC";"00";"CKC De Impuls";"3332CR";"ZWIJNDRECHT";"642";"Zwijndrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"80433";"0";"0";"0";"0";"<5";"<5";"8";"<5";"9";"5";"<5";"0"
"20221001";"20230501";"16EJ";"00";"BS Pr Margriet";"3554GE";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Openbaar";"41400";"0";"0";"0";"<5";"<5";"<5";"5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16EL";"00";"De Klimophoeve v KBSO";"2665CB";"BLEISWIJK";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"0";"<5";"0";"0";"11";"5";"5";"<5";"<5";"0"
"20221001";"20230501";"16EN";"00";"PC Basisschool Het Baken";"2401GH";"ALPHEN AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40530";"0";"<5";"<5";"<5";"<5";"0";"7";"<5";"<5";"5";"7";"0"
"20221001";"20230501";"16EO";"00";"RK BS De Horizon";"6412BH";"HEERLEN";"917";"Heerlen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"0";"<5";"<5";"6";"<5";"6";"<5";"<5";"5";"<5";"0"
"20221001";"20230501";"16EP";"00";"St Janschool";"1057JN";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"0";"<5";"<5";"<5";"<5";"6";"8";"15";"16";"0"
"20221001";"20230501";"16EQ";"00";"RK Basissch St Matthias";"1813XV";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Rooms-Katholiek";"60997";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"16EQ";"01";"RK BS De Wegwijzer";"1813LT";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Overige";"60997";"0";"<5";"<5";"0";"<5";"<5";"7";"0";"6";"<5";"<5";"<5"
"20221001";"20230501";"16FI";"00";"Weidebloem";"7909AV";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"0";"<5";"<5";"0";"8";"10";"7";"0";"<5";"5";"<5";"<5"
"20221001";"20230501";"16FK";"00";"RK Basissch Sebastiaan";"7333GZ";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"16FL";"00";"RK Bs Octopus";"4616AJ";"BERGEN OP ZOOM";"748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40517";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"16FR";"00";"OBS Het Palet";"2151TA";"NIEUW-VENNEP";"394";"Haarlemmermeer";"Noord-Holland";"Bo";"Openbaar";"13622";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"16FS";"00";"De Triangel";"2515BZ";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20281";"0";"<5";"<5";"<5";"7";"<5";"0";"12";"5";"<5";"<5";"<5"
"20221001";"20230501";"16FT";"00";"Kath BS Pieter Bas";"2905AB";"CAPELLE AAN DEN IJSSEL";"502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"<5";"7";"5";"5";"6";"<5";"<5";"<5";"0";"<5"
"20221001";"20230501";"16FU";"00";"RK Basissch St Paulus";"6413RR";"HEERLEN";"917";"Heerlen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16FV";"00";"Alan Turingschool";"1018LR";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16FW";"00";"RK BS De Driemaster";"1816EP";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Rooms-Katholiek";"60997";"0";"<5";"6";"<5";"<5";"<5";"12";"<5";"5";"<5";"<5";"<5"
"20221001";"20230501";"16GB";"00";"De Boeier";"8242VS";"LELYSTAD";"995";"Lelystad";"Flevoland";"Bo";"Openbaar";"42552";"0";"<5";"<5";"<5";"8";"<5";"8";"5";"13";"<5";"9";"0"
"20221001";"20230501";"16GD";"00";"IKC Het Plankier";"2725PG";"ZOETERMEER";"637";"Zoetermeer";"Zuid-Holland";"Bo";"Openbaar";"41390";"<5";"0";"6";"5";"5";"<5";"8";"<5";"8";"8";"6";"0"
"20221001";"20230501";"16GK";"00";"De Dolfijn";"2026VJ";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Openbaar";"41853";"0";"0";"0";"0";"<5";"<5";"6";"<5";"<5";"6";"8";"0"
"20221001";"20230501";"16GL";"00";"OBS J Vd Vondel";"3818WB";"AMERSFOORT";"307";"Amersfoort";"Utrecht";"Bo";"Openbaar";"41514";"0";"0";"<5";"0";"6";"<5";"8";"6";"10";"8";"28";"<5"
"20221001";"20230501";"16GN";"00";"De Windvaan";"1624XJ";"HOORN NH";"405";"Hoorn";"Noord-Holland";"Bo";"Openbaar";"41772";"0";"0";"<5";"0";"5";"7";"8";"<5";"8";"7";"9";"0"
"20221001";"20230501";"16GQ";"00";"De Krullevaar";"7905HJ";"HOOGEVEEN";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"69877";"0";"<5";"5";"0";"0";"<5";"<5";"5";"<5";"<5";"0";"0"
"20221001";"20230501";"16GT";"00";"RK BS Hertog V Gelre";"7322JS";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"<5";"<5";"<5";"5";"<5";"6";"10";"<5";"5";"7";"0"
"20221001";"20230501";"16GU";"00";"RK BS de Touwbaan";"4901GG";"OOSTERHOUT NB";"826";"Oosterhout";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40278";"0";"0";"<5";"<5";"<5";"5";"6";"7";"16";"5";"<5";"0"
"20221001";"20230501";"16GV";"00";"RK BS St Bernardus";"2033DE";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Rooms-Katholiek";"85255";"0";"<5";"<5";"6";"<5";"<5";"<5";"<5";"6";"<5";"<5";"0"
"20221001";"20230501";"16GW";"00";"Het Avontuur";"2803ER";"GOUDA";"513";"Gouda";"Zuid-Holland";"Sbo";"Openbaar";"41527";"<5";"12";"7";"5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"16HB";"00";"OPB Montessorisch";"2151CV";"NIEUW-VENNEP";"394";"Haarlemmermeer";"Noord-Holland";"Bo";"Openbaar";"13622";"0";"0";"0";"<5";"5";"<5";"5";"<5";"6";"<5";"9";"0"
"20221001";"20230501";"16HC";"00";"KBS de Contrabas";"2907GG";"CAPELLE AAN DEN IJSSEL";"502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"<5";"<5";"<5";"15";"8";"12";"9";"8";"21";"0"
"20221001";"20230501";"16HE";"00";"RK BS De Schakel";"6414GG";"HEERLEN";"917";"Heerlen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"<5";"0";"<5";"<5";"6";"8";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16HF";"00";"Lukasschool";"1069ZR";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"<5";"<5";"5";"<5";"0";"5";"<5";"6";"6";"<5";"0"
"20221001";"20230501";"16HI";"00";"OBS Emmermeer";"7815LB";"EMMEN";"114";"Emmen";"Drenthe";"Bo";"Openbaar";"42830";"0";"0";"<5";"0";"0";"0";"6";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"16HJ";"00";"IKC Aventurijn";"8921NM";"LEEUWARDEN";"80";"Leeuwarden";"Friesland";"Bo";"Openbaar";"41850";"0";"0";"<5";"<5";"<5";"0";"8";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"16HK";"00";"OBS De Ranonkel";"1441TT";"PURMEREND";"439";"Purmerend";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"16HL";"00";"De Albatros";"8242AL";"LELYSTAD";"995";"Lelystad";"Flevoland";"Bo";"Openbaar";"42552";"0";"<5";"7";"<5";"<5";"0";"9";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"16HM";"00";"it Werflân";"9221TD";"ROTTEVALLE";"90";"Smallingerland";"Friesland";"Bo";"Openbaar";"41735";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5"
"20221001";"20230501";"16HN";"00";"IKC De Tjalk";"2725BR";"ZOETERMEER";"637";"Zoetermeer";"Zuid-Holland";"Bo";"Openbaar";"41390";"0";"0";"<5";"0";"7";"<5";"9";"9";"<5";"10";"14";"<5"
"20221001";"20230501";"16HS";"00";"OBS De Zonnewijzer";"2024EN";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Openbaar";"41853";"0";"0";"0";"0";"6";"<5";"5";"5";"16";"8";"11";"0"
"20221001";"20230501";"16HT";"00";"OBS De Bieshaar";"3828JN";"HOOGLAND";"307";"Amersfoort";"Utrecht";"Bo";"Openbaar";"41514";"0";"<5";"<5";"<5";"<5";"<5";"12";"<5";"9";"<5";"13";"0"
"20221001";"20230501";"16HU";"00";"OBS De Zes Wielen";"1823DC";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Openbaar";"42514";"0";"<5";"<5";"6";"7";"6";"7";"5";"7";"9";"13";"0"
"20221001";"20230501";"16HV";"00";"Universum";"1622BR";"HOORN NH";"405";"Hoorn";"Noord-Holland";"Bo";"Openbaar";"41772";"0";"0";"<5";"<5";"5";"<5";"7";"6";"7";"<5";"<5";"0"
"20221001";"20230501";"16IA";"00";"RK Basissch Eloy";"7339KP";"UGCHELEN";"200";"Apeldoorn";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"<5";"5";"<5";"6";"8";"<5";"6";"5";"13";"0"
"20221001";"20230501";"16IB";"00";"RK BS De Berkenhof";"4907KW";"OOSTERHOUT NB";"826";"Oosterhout";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40278";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"0";"0"
"20221001";"20230501";"16IC";"00";"RK BS Don Bosco";"2035VD";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Rooms-Katholiek";"85255";"<5";"8";"6";"0";"<5";"5";"9";"7";"<5";"6";"6";"0"
"20221001";"20230501";"16IE";"00";"Wooldermarke";"7555NT";"HENGELO OV";"164";"Hengelo";"Overijssel";"Bo";"Openbaar";"65287";"0";"0";"<5";"0";"5";"0";"15";"<5";"10";"<5";"<5";"0"
"20221001";"20230501";"16IJ";"00";"OBS Rietendakschool";"3552EZ";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Openbaar";"41400";"0";"0";"0";"<5";"5";"<5";"6";"<5";"5";"0";"6";"0"
